MG_Glut,K_Glut,DTT,PEG-8000,Experiments,Tubes
16.0,173.33333333333331,0.9333333333333332,1.3333333333333333,5,['A1']
16.0,106.66666666666666,0.9333333333333332,1.3333333333333333,5,['A2']
10.666666666666666,106.66666666666666,1.2666666666666666,4.0,5,['A3']
16.0,140.0,1.2666666666666666,4.0,5,['A4']
5.333333333333333,106.66666666666666,0.9333333333333332,1.3333333333333333,5,['A5']
10.666666666666666,173.33333333333331,1.2666666666666666,4.0,5,['A6']
5.333333333333333,106.66666666666666,0.9333333333333332,6.666666666666666,5,['A7']
10.666666666666666,140.0,1.2666666666666666,4.0,10,['A8']
16.0,173.33333333333331,0.9333333333333332,6.666666666666666,5,['A9']
10.666666666666666,140.0,1.2666666666666666,6.666666666666666,5,['A10']
5.333333333333333,106.66666666666666,1.5999999999999999,1.3333333333333333,5,['A11']
10.666666666666666,140.0,0.9333333333333332,4.0,5,['A12']
10.666666666666666,140.0,1.2666666666666666,1.3333333333333333,5,['C1']
